popularity,vote_count,release_year,cluster
56.431,561,1984,2
15.08,678,2019,0
85.558,1454,1996,0
17.716,405,1995,0
127.589,1483,2021,0
17.476,440,1996,0
194.318,2403,1987,2
161.234,7607,2005,1
24.745,1063,1989,2
29.495,925,2017,0
74.612,6468,2020,0
37.971,517,2014,0
87.205,6866,2012,1
35.88,4412,2009,0
44.748,703,1987,2
82.277,7924,2021,1
25.162,662,2014,0
29.418,1541,2015,0
34.49,522,2011,0
92.184,9893,2012,1
17.361,346,2011,0
16.108,490,2009,0
13.012,374,2008,0
123.816,4155,1988,2
48.03,1378,1993,2
83.462,4322,2017,0
60.53,9965,2012,1
13.014,370,1983,2
12.943,367,1997,0
68.278,10009,2017,1
25.091,860,1981,2
22.071,660,1993,2
25.032,460,1980,2
17.609,452,2002,0
50.505,1134,2021,0
21.065,653,2018,0
22.691,349,2007,0
120.383,9221,1996,1
29.07,1446,2021,0
92.866,2061,2018,0
63.612,7580,2015,1
30.41,5609,2014,0
15.927,301,2007,0
12.566,535,2017,0
33.558,572,1982,2
22.421,606,2022,0
64.842,980,2020,0
98.872,3362,2014,0
36.309,1560,2014,0
17.962,1090,2011,0
14.987,564,2009,0
64.713,3603,2006,0
34.278,1167,2008,0
69.832,4220,2018,0
35.491,577,2014,0
32.298,633,1987,2
24.455,816,2003,0
47.642,595,2023,0
19.003,662,2002,0
40.403,1518,1994,0
26.454,577,2001,0
23.859,375,2023,0
29.055,2530,2016,0
21.601,788,1996,0
55.445,301,2020,0
17.1,1000,2014,0
38.848,1074,1995,0
88.581,922,2023,0
31.613,510,2020,0
13.696,347,2016,0
16.909,306,1961,2
22.449,539,1983,2
37.596,806,1997,0
20.318,837,2006,0
25.254,1251,2001,0
42.722,619,1997,0
25.357,2889,1998,0
56.299,3320,2006,0
20.256,777,1991,2
17.29,581,1981,2
27.908,1748,1989,2
31.774,1625,2019,0
54.908,935,2015,0
16.022,415,1998,0
17.564,393,1985,2
23.132,543,2004,0
39.017,584,1989,2
84.626,6118,2012,0
37.338,3471,2009,0
14.53,301,2005,0
34.839,320,1987,2
13.393,361,2022,0
68.99,4371,2016,0
24.225,630,2017,0
64.178,975,1986,2
47.691,2194,2003,0
20.732,420,2002,0
47.324,1491,2021,0
51.18,10516,2018,1
8.934,3260,2013,0
35.479,1632,2013,0
79.133,5239,2012,0
15.298,657,2006,0
60.428,4583,2006,0
104.208,6919,2019,1
18.886,350,1977,2
21.491,819,2000,0
13.822,306,2003,0
52.955,6942,2004,0
29.884,709,2016,0
62.984,7849,2016,1
12.234,335,2012,0
35.47,2899,2001,0
15.036,354,2019,0
30.035,1170,2018,0
63.608,5192,2015,0
61.958,866,1997,0
116.091,3705,2022,0
60.695,1859,1983,2
33.82,1528,1998,0
80.415,1764,2019,0
9.013,422,2014,0
25.889,849,1992,2
45.553,1081,2020,0
10.847,497,2019,0
65.316,3640,2012,0
13.973,310,2001,0
63.388,1032,2001,0
21.371,1211,2011,0
17.417,1278,1986,2
72.267,878,1987,2
51.084,1151,2004,0
80.019,1595,2021,0
80.72,5569,2018,0
16.33,901,2015,0
20.578,843,2020,0
15.351,509,2013,0
36.455,7042,2013,0
28.654,426,1997,0
42.332,3101,1991,2
52.908,2503,2018,0
128.886,3761,2018,0
22.228,1418,2013,0
14.733,700,2013,0
24.456,811,2012,0
20.393,313,2019,0
53.146,1068,2018,0
14.986,768,2017,0
21.181,617,2016,0
126.155,5532,2017,1
22.027,2195,2010,0
42.574,3568,2003,0
23.095,334,2022,0
37.65,1683,2022,0
18.49,372,1933,2
23.702,794,1990,2
69.98,1342,2008,0
57.11,985,1999,0
34.222,1699,2011,0
49.372,686,1987,2
48.695,1750,2006,0
45.476,335,2023,0
26.226,324,2020,0
18.485,350,2013,0
17.687,501,1976,2
38.783,2474,2020,0
48.008,1456,2017,0
22.39,325,1978,2
27.056,1130,2001,0
73.251,1891,2021,0
74.781,1551,2023,0
17.802,387,2016,0
20.269,647,2010,0
21.778,781,1998,0
73.655,806,1987,2
11.376,381,1978,2
64.643,2821,1987,2
23.015,424,1994,0
13.379,307,2017,0
231.489,8382,2019,1
397.036,9558,2018,1
53.947,1353,2014,0
40.768,1674,2008,0
32.701,457,1992,2
19.619,447,2015,0
20.004,325,2013,0
56.627,1115,1997,0
133.595,570,2024,0
7.536,479,1995,0
25.06,475,2001,0
30.251,1311,2003,0
37.28,535,2005,0
85.961,4774,2018,0
67.579,1831,2015,0
25.266,462,2011,0
33.534,817,2008,0
16.709,816,2014,0
49.666,7691,2014,1
30.07,987,2011,0
55.862,1375,1987,2
82.024,1411,2022,0
55.002,2066,2015,0
73.99,6216,2011,0
17.599,320,1979,2
23.062,443,1987,2
45.116,672,2006,0
379.208,20391,2010,1
31.518,3267,2004,0
161.312,975,2017,0
71.217,1780,2015,0
22.905,650,2004,0
20.856,397,2004,0
22.82,4232,2000,0
75.442,4934,2007,0
18.976,399,2021,0
23.327,777,2019,0
108.431,7635,1998,1
31.838,3420,2018,0
69.607,5838,2015,0
51.983,4036,2010,0
38.362,1016,2001,0
10.664,454,2002,0
48.739,2187,2008,0
52.601,1712,1999,0
20.56,345,2017,0
25.331,1697,2008,0
21.726,676,2019,0
10.869,389,2018,0
54.496,1881,2014,0
25.013,478,2011,0
22.879,454,1995,0
58.701,881,2021,0
15.691,347,2005,0
33.273,1169,2002,0
21.461,460,1968,2
90.946,5114,1991,2
97.213,2616,2023,0
45.525,1568,2021,0
17.9,2066,2016,0
69.432,9650,2016,1
66.784,5768,2012,0
49.317,2675,2011,0
30.03,309,1986,2
38.396,516,1992,2
19.032,709,1992,2
15.432,472,1999,0
16.818,632,2016,0
78.691,5808,1996,0
46.913,386,2021,0
2.581,641,2010,0
17.862,403,2000,0
35.607,749,2022,0
50.2,1486,2018,0
30.563,333,2017,0
30.176,412,2014,0
20.529,482,2006,0
20.233,2122,2010,0
290.674,15277,2018,1
52.1,10453,2016,1
37.412,500,1998,0
45.1,392,1954,2
12.088,323,2020,0
12.68,795,2014,0
96.834,4852,2012,0
25.636,587,1953,2
23.621,1120,2005,0
402.219,15227,2019,1
61.542,8612,2013,1
38.521,2453,2005,0
36.055,688,1964,2
30.516,598,2020,0
18.184,384,2018,0
68.811,13219,2017,1
18.088,324,2008,0
28.037,725,1954,2
33.616,711,1968,2
131.808,878,2021,0
10.621,303,2013,0
33.415,305,1950,2
28.592,330,2009,0
49.652,1186,1987,2
60.281,3065,1992,2
70.021,5089,2012,0
35.389,1676,2008,0
18.195,363,2007,0
39.552,1469,2018,0
16.021,335,2014,0
19.973,1347,1984,2
33.458,1173,2006,0
8.54,402,2020,0
49.031,303,2019,0
16.374,571,2000,0
32.307,1852,2018,0
29.144,526,2013,0
16.957,307,2000,0
96.368,5912,2003,1
62.314,4846,2004,0
62.138,1141,1989,2
24.946,710,2008,0
52.096,3998,2001,0
19.95,437,2018,0
17.498,762,2013,0
10.872,1015,2012,0
22.872,1696,2010,0
44.309,961,2000,0
40.153,1786,1991,2
10.64,405,2014,0
74.173,4725,2015,0
23.59,454,2012,0
6.453,10297,2013,1
52.005,1569,1999,0
84.059,5246,2007,0
50.54,3760,2012,0
52.432,456,2013,0
60.188,1151,2019,0
13.271,416,2020,0
19.399,436,2011,0
12.156,329,2010,0
30.779,345,2004,0
24.85,589,2005,0
111.916,1787,2023,0
29.89,592,2022,0
158.862,6892,2015,1
14.0,511,2011,0
70.823,6701,2010,0
14.829,935,2009,0
50.547,393,1988,2
29.002,1163,1982,2
77.388,1147,2022,0
50.29,1053,2019,0
45.422,5167,2014,0
83.265,14880,2013,1
17.472,345,2004,0
18.117,541,2006,0
86.714,4826,2000,0
25.464,695,2006,0
12.149,343,2022,0
6.951,647,2014,0
22.897,1187,2014,0
108.889,15376,2014,1
62.342,2360,1982,2
19.548,1227,2005,0
45.019,309,2023,0
69.833,1821,2022,0
46.287,1843,2010,0
30.351,620,1968,2
167.161,475,2024,0
29.711,1870,2014,0
102.995,14805,2017,1
11.988,368,2011,0
32.627,966,1995,0
164.397,2377,2021,0
96.097,9625,2021,1
19.758,408,2017,0
26.586,448,2018,0
23.803,366,2020,0
68.049,2163,2021,0
137.836,2334,2023,0
28.101,307,2019,0
77.251,2729,2018,0
61.846,347,2016,0
17.921,310,1974,2
20.621,333,2006,0
15.741,351,2018,0
17.502,1217,2018,0
100.523,1129,2017,0
36.351,2228,2010,0
18.432,1008,2009,0
22.151,493,1959,2
50.095,2889,2006,0
53.163,1443,1988,2
55.795,2874,2019,0
12.082,442,1982,2
22.081,642,2007,0
53.855,1860,2000,0
26.165,1670,2006,0
48.265,4552,1998,0
9.413,370,2020,0
37.022,443,1987,2
20.796,1014,2008,0
24.672,1712,2015,0
42.824,1831,1999,0
36.14,797,2016,0
18.994,1391,2014,0
65.15,2802,2013,0
24.902,421,2007,0
49.037,4832,1996,0
30.753,360,2017,0
35.12,5188,2013,0
18.12,349,2009,0
30.819,3587,2008,0
27.361,444,2022,0
21.875,566,1975,2
24.889,852,1981,2
44.965,3109,1999,0
38.983,1870,1977,2
22.565,480,2018,0
13.562,307,1978,2
23.333,10854,2007,1
41.531,2180,2022,0
37.308,543,2019,0
12.581,383,2005,0
40.76,773,1985,2
40.659,359,1953,2
76.041,3813,2015,0
21.018,1300,2014,0
18.47,813,2003,0
24.153,485,1994,0
52.742,2105,2015,0
32.569,1851,2009,0
30.323,430,2005,0
92.958,5974,1995,1
12.812,462,2001,0
19.841,1078,2014,0
40.32,2106,1991,2
47.189,562,1999,0
244.155,4396,2016,1
27.042,725,2016,0
23.957,758,1981,2
22.424,1358,2018,0
25.474,1743,2004,0
237.515,2310,2023,1
17.98,598,2012,0
49.673,1322,1989,2
23.523,907,1995,0
29.616,3340,1999,0
203.609,1482,1997,0
33.824,2538,2021,0
25.846,498,1953,2
17.221,1161,2018,0
21.003,4280,2015,0
14.037,413,2009,0
46.413,303,2007,0
140.537,6434,2016,1
13.162,341,2011,0
25.158,342,1994,0
58.226,5861,2010,0
82.801,1340,1998,0
26.29,2034,1998,0
51.981,644,2021,0
16.328,517,2018,0
19.283,1374,2012,0
24.001,773,2010,0
47.158,946,2009,0
37.398,579,1932,2
20.985,481,2008,0
18.626,668,2014,0
21.1,883,2013,0
21.752,632,1990,2
39.788,3687,2003,0
151.107,592,2024,0
43.678,1374,2018,0
36.768,473,2011,0
271.722,5721,1998,1
42.002,1645,2007,0
49.997,688,2022,0
82.168,1462,2018,0
296.722,7670,2015,1
66.498,5531,2015,0
25.735,721,2006,0
49.298,492,2021,0
27.172,810,2019,0
75.973,1471,2013,0
29.873,2588,2011,0
17.057,472,1966,2
37.167,2010,1984,2
39.073,656,1970,2
15.686,509,2022,0
31.891,744,2021,0
24.252,356,1986,2
22.481,338,1980,2
30.064,5163,2006,0
98.949,5500,2021,0
17.381,1801,2017,0
16.11,574,2002,0
16.862,382,2008,0
22.95,1120,1989,2
27.762,404,1971,2
13.968,976,2017,0
143.526,365,2018,0
57.226,2386,1977,2
72.866,4723,2002,0
66.956,2060,2004,0
69.367,353,2023,0
19.465,359,1992,2
16.814,427,2001,0
28.627,851,2005,0
20.237,346,2016,0
18.566,333,1967,2
18.324,474,1986,2
9.357,4507,2001,0
54.827,5324,2003,0
107.05,525,2023,0
106.957,1864,2019,0
17.189,320,1999,0
13.984,467,2005,0
11.567,395,1975,2
39.49,2280,2020,0
180.365,572,2021,0
11.997,302,2015,0
123.839,4001,2015,0
93.1,2073,2014,0
40.455,1152,1994,0
15.653,635,1986,2
46.385,584,2020,0
21.498,356,2019,0
37.676,1481,2017,0
17.717,533,2004,0
25.941,932,1987,2
152.083,1224,1973,2
23.504,406,2022,0
111.58,1632,2022,0
38.04,1813,2022,0
29.255,385,2020,0
34.077,3764,2018,0
30.362,1928,2010,0
7.863,384,1984,2
25.613,1663,1998,0
130.627,20599,2011,1
179.112,4239,2021,1
41.8,3998,2016,0
16.826,405,2010,0
34.56,495,2015,0
18.102,302,1971,2
22.251,604,1985,2
19.432,933,2001,0
64.982,771,2023,0
17.483,321,2019,0
70.095,3869,2021,0
10.376,325,2016,0
22.347,496,2014,0
55.71,1401,2011,0
16.593,305,2006,0
16.494,382,2007,0
53.631,7169,2000,0
33.367,621,2018,0
75.568,1015,2022,0
6.462,642,2007,0
53.575,1543,2002,0
20.301,1324,1997,0
29.071,2578,1994,0
37.288,461,2019,0
11.589,409,2018,0
22.281,371,2018,0
14.14,326,2013,0
58.699,6383,2011,0
29.04,301,1950,2
75.913,716,2015,0
26.355,796,1994,0
19.923,733,1999,0
7.753,303,1972,2
18.697,978,2018,0
56.677,313,1997,0
17.05,449,1979,2
23.217,1782,2004,0
82.135,1421,1998,0
20.382,947,2007,0
18.478,405,2009,0
10.869,339,2002,0
46.462,1985,2005,0
28.14,442,1969,2
58.841,1639,2001,0
42.086,1085,2019,0
47.466,709,2018,0
29.663,514,2001,0
37.564,4967,2008,0
34.697,2474,1992,2
44.85,1731,1984,2
25.967,899,2015,0
20.794,1141,1992,2
8.844,404,1988,2
22.928,413,1974,2
33.405,829,2021,0
20.263,356,1988,2
17.753,362,1973,2
25.132,420,2002,0
31.493,1033,1999,0
54.271,698,2001,0
42.197,664,2016,0
24.608,2260,2015,0
42.256,3974,2015,0
19.671,341,1991,2
120.778,1773,1996,0
59.807,1186,1995,0
16.43,421,2017,0
23.33,393,2015,0
51.802,2510,2015,0
56.326,821,1976,2
38.517,898,1993,2
95.363,3797,2001,0
21.112,416,2014,0
9.109,1627,2013,0
26.225,1517,2006,0
119.602,1018,2023,0
39.227,425,1977,2
16.062,570,2015,0
39.769,4355,2011,0
18.206,338,1997,0
143.937,1151,1989,2
23.747,960,1996,0
18.877,665,1998,0
24.978,399,2021,0
39.759,376,2019,0
52.214,1938,2019,0
20.321,590,2014,0
32.923,1996,2009,0
19.852,553,1951,2
25.789,499,2007,0
19.608,366,1972,2
56.347,955,2006,0
94.343,636,2019,0
17.127,539,2018,0
25.186,495,2014,0
68.085,729,1984,2
71.382,7984,2009,1
20.763,394,2020,0
16.873,376,2017,0
43.355,2223,2008,0
37.17,4851,2001,0
95.777,573,2023,0
42.147,871,2023,0
14.417,536,2020,0
127.932,5081,2018,1
402.05,3849,2023,1
45.58,631,1985,2
337.718,3966,1997,1
17.956,529,2010,0
39.596,621,2000,0
43.19,4950,2004,0
10.633,303,2016,0
30.717,829,1988,2
20.779,1051,1986,2
52.023,841,2020,0
21.024,405,2015,0
39.582,1122,2010,0
46.723,356,1990,2
36.391,2237,1993,2
22.586,550,2020,0
30.083,1897,2013,0
19.166,484,1965,2
35.174,757,2021,0
18.041,404,2017,0
23.405,1438,2016,0
8.532,986,2004,0
12.342,389,1988,2
42.703,423,1976,2
72.45,9231,1992,1
34.948,729,2022,0
65.137,4825,2020,0
29.095,1002,2011,0
16.251,392,1971,2
17.578,309,2007,0
28.31,919,1989,2
51.642,1068,2005,0
29.687,1105,1999,0
9.967,315,2013,0
61.974,5326,2015,0
17.334,593,2011,0
13.572,340,1999,0
23.48,841,1990,2
96.858,2163,1980,2
21.828,371,2022,0
16.625,323,2021,0
31.796,333,2007,0
33.405,975,1989,2
25.244,319,1969,2
17.641,348,2004,0
73.406,2812,2013,0
90.254,1899,1993,0
22.35,1227,2003,0
7.635,345,1983,2
23.268,493,2008,0
41.976,1079,2007,0
36.349,590,1995,0
23.803,2957,2011,0
130.345,1889,2022,0
25.795,1343,2005,0
13.615,316,2019,0
27.608,362,1972,2
25.058,973,1994,0
26.69,1131,2005,0
100.076,2564,2019,0
24.959,4438,2016,0
37.224,698,2016,0
22.52,544,2013,0
107.013,6437,2011,1
42.123,1832,1977,2
16.665,656,1986,2
38.443,1122,1981,2
60.907,3897,2001,0
77.541,10009,2015,1
18.948,495,2014,0
21.389,775,2007,0
409.729,2737,2022,1
288.264,3353,2017,1
23.145,1747,2014,0
25.082,372,2001,0
43.236,1010,2009,0
82.403,6507,2006,1
24.051,640,2018,0
20.167,428,2007,0
28.696,382,1987,2
71.498,1971,2018,0
17.64,646,2018,0
33.087,978,2014,0
68.079,1500,1988,2
47.845,965,1988,2
22.61,724,1996,0
19.364,1763,2010,0
36.43,403,2009,0
28.528,302,1995,0
36.413,2205,2012,0
17.664,367,1978,2
63.408,8999,2006,1
47.126,6108,2007,0
30.836,796,2013,0
28.499,405,2008,0
38.073,706,2001,0
43.399,885,2010,0
55.661,1442,2001,0
45.04,1452,1980,2
38.578,320,2023,0
10.794,419,2016,0
117.624,4965,2013,0
17.398,341,2007,0
19.021,569,1996,0
22.53,343,2000,0
188.119,5874,2018,1
52.062,2556,2016,0
29.527,510,1989,2
13.881,326,1994,0
22.681,586,1985,2
59.558,631,1994,0
35.423,384,1978,2
67.366,9530,2003,1
25.103,880,2014,0
39.444,490,2005,0
41.559,6043,2004,0
41.32,1132,2021,0
32.035,303,1976,2
52.731,3349,2004,0
24.889,1351,2006,0
15.635,443,2021,0
20.427,341,2021,0
14.793,820,2014,0
1.561,518,2009,0
35.897,321,2005,0
50.032,1172,1989,2
32.296,497,1974,2
26.241,524,1991,2
161.19,5721,2022,1
27.322,669,2018,0
35.289,2260,2014,0
7.282,1598,2009,0
31.282,1944,2009,0
57.072,1797,2008,0
30.834,1002,1996,0
41.126,570,1991,2
20.817,635,1995,0
16.255,464,2009,0
29.303,538,1987,2
45.124,475,1990,2
23.924,1175,2007,0
51.266,494,2023,0
43.28,2382,2019,0
16.272,828,2017,0
75.488,5519,2011,0
16.681,387,1999,0
29.873,3999,2004,0
44.114,530,2018,0
69.705,9620,2017,1
16.507,320,2015,0
39.855,532,1996,0
28.726,977,1985,2
38.86,779,2003,0
127.693,2568,2019,0
24.051,539,2011,0
43.702,589,2007,0
45.457,698,2022,0
23.509,765,2018,0
50.515,1132,2019,0
87.972,6579,2009,1
30.84,1068,1993,2
13.467,484,1967,2
88.883,10357,2003,1
94.815,1531,2020,0
113.295,3484,1993,0
33.286,663,1979,2
32.807,501,2023,0
119.294,2981,2018,0
14.666,399,2016,0
101.067,3096,2015,0
37.587,489,2002,0
9.328,655,2006,0
19.197,1769,2004,0
44.04,1559,2011,0
1.952,976,2008,0
33.03,319,1983,2
16.585,328,2003,0
29.794,1390,2019,0
19.879,362,2016,0
14.679,352,2014,0
40.135,625,1994,0
23.555,1272,1986,2
18.798,1080,2002,0
47.093,1559,2007,0
45.953,388,2022,0
28.223,1217,2015,0
98.795,347,1984,2
47.375,808,2002,0
17.977,708,1971,2
17.806,488,1963,2
71.146,998,2023,0
15.04,486,2016,0
88.748,7777,2018,1
99.6,3747,2019,0
120.756,2725,2018,0
20.722,433,1998,0
32.99,422,2023,0
22.286,417,2021,0
29.229,2683,2017,0
80.285,5116,2002,0
21.392,1137,2017,0
26.707,2120,1992,2
62.854,942,2018,0
34.408,1507,2014,0
115.402,16843,2012,1
66.437,9390,2006,1
15.179,303,2023,0
42.048,2161,2021,0
41.291,2770,1992,2
32.413,518,2020,0
32.872,768,2017,0
83.709,886,2016,0
15.958,302,1996,0
54.291,2807,1988,2
22.26,606,1990,2
60.817,2375,1998,0
11.611,452,2014,0
45.985,545,2011,0
77.551,6486,2010,0
10.583,337,2004,0
23.142,609,1980,2
35.167,4483,2008,0
20.226,705,1994,0
54.291,922,2022,0
51.346,2118,2021,0
51.115,2010,2009,0
19.679,1020,2018,0
36.892,877,2004,0
31.213,1564,2001,0
42.624,743,2014,0
38.402,3397,2007,0
49.009,2688,2001,0
55.994,532,2014,0
26.9,747,2009,0
208.235,2443,2019,1
24.445,1426,2017,0
24.478,1303,2007,0
32.65,851,2023,0
159.215,5875,2019,1
19.049,1244,2011,0
33.634,2597,2006,0
18.597,708,2018,0
18.58,584,2006,0
27.876,1067,1994,0
36.572,496,1984,2
30.137,336,2020,0
16.382,621,2017,0
20.394,563,2010,0
17.841,466,1986,2
32.182,786,2003,0
26.963,808,1999,0
88.777,4115,1979,2
58.653,1991,2023,0
45.136,3279,2014,0
108.563,19902,2015,1
44.2,3115,2004,0
8.9,996,2014,0
20.771,532,1978,2
42.226,2223,2008,0
106.772,5373,2002,0
27.969,302,2021,0
22.94,615,2018,0
32.115,309,1937,2
20.614,602,2008,0
24.65,364,1983,2
30.785,1125,2019,0
59.061,5496,2011,0
11.754,6978,2009,0
53.935,766,2006,0
14.601,400,2011,0
38.075,1506,2010,0
42.988,334,1990,2
40.076,410,1966,2
76.407,5388,1997,0
42.776,9985,2005,1
10.373,640,2013,0
29.072,1962,2008,0
96.318,3784,2006,0
117.076,6793,2008,1
26.852,360,2006,0
15.15,494,2016,0
41.72,392,2017,0
16.969,609,2014,0
16.347,399,2010,0
21.136,334,1968,2
60.796,4279,2009,0
34.271,5725,2000,0
14.897,314,1996,0
35.459,603,1989,2
38.187,2814,1992,2
96.374,8117,2019,1
33.291,338,2017,0
18.251,938,2015,0
25.872,465,2013,0
76.743,3127,1998,0
41.006,4241,2007,0
25.313,643,2008,0
14.268,550,2000,0
31.835,1529,1992,2
23.952,467,2017,0
8.713,588,2018,0
33.647,1235,2015,0
28.967,373,2011,0
21.361,330,2002,0
27.325,1194,1998,0
69.833,1400,1982,2
20.543,521,2021,0
47.055,557,2018,0
91.972,2662,1985,2
32.316,493,2022,0
48.776,1991,2022,0
37.521,738,2002,0
16.266,593,2008,0
19.63,2358,2008,0
58.603,586,2023,0
122.508,3060,2022,0
65.93,1166,2023,0
60.199,1488,2011,0
23.563,342,2003,0
47.832,504,2007,0
21.886,3323,2014,0
43.781,1159,2010,0
61.369,413,1985,2
29.387,441,2001,0
60.782,2532,1984,2
46.733,3727,2005,0
14.769,352,1999,0
48.014,546,1988,2
103.478,635,2023,0
29.639,553,2021,0
23.78,1065,2019,0
36.945,1611,2016,0
22.408,1146,1999,0
38.228,2370,2011,0
81.071,6567,2008,1
156.29,5174,2005,1
20.149,2131,2002,0
37.332,489,2023,0
94.454,1422,2022,0
28.052,646,2019,0
82.069,1703,2018,0
36.495,4085,2013,0
28.879,503,1989,2
120.727,3730,2008,0
122.31,2730,2022,0
19.301,1117,2020,0
29.918,347,2018,0
91.848,4204,2022,0
75.796,1610,2014,0
57.023,3713,2011,0
16.501,743,2022,0
25.209,1435,2006,0
51.072,3353,2007,0
44.618,1745,1999,0
32.101,558,1984,2
19.22,336,1978,2
35.642,2068,2019,0
84.231,1949,2022,0
37.789,664,1995,0
14.853,317,1989,2
75.742,6626,2004,1
23.295,787,2011,0
43.374,940,2000,0
50.358,1941,1984,2
77.298,5932,2002,0
27.143,301,2021,0
34.271,588,2018,0
19.041,1411,2016,0
22.795,534,2012,0
15.578,350,2010,0
30.626,427,1991,2
56.793,1258,2021,0
57.804,483,2019,0
31.617,576,1980,2
22.468,443,1982,2
14.214,316,1993,2
47.799,536,2022,0
31.83,1789,2016,0
29.019,377,2009,0
19.638,314,1982,2
21.205,416,1994,0
21.257,1668,1987,2
119.347,5888,2008,1
1.475,768,2006,0
41.681,1524,2021,0
11.176,594,2015,0
27.178,2147,2013,0
35.469,2920,2005,0
29.894,564,1996,0
42.437,2399,2007,0
19.047,519,2001,0
38.979,367,2019,0
20.279,1574,2015,0
12.689,756,2010,0
14.176,345,2007,0
65.18,523,1983,2
48.41,1735,1996,0
38.243,1453,2002,0
15.341,682,2019,0
18.252,749,2013,0
25.367,2216,2014,0
44.042,7671,2011,0
34.975,1970,1999,0
65.326,3468,2016,0
20.949,468,2012,0
36.882,611,1993,2
100.523,2169,1982,2
20.333,474,2011,0
79.074,2191,1965,2
49.72,1647,2019,0
19.669,671,2018,0
10.921,505,1980,2
46.409,1092,2002,0
81.647,1547,2023,0
26.317,359,2013,0
14.091,305,1982,2
42.519,791,2002,0
18.192,326,2022,0
29.279,438,2018,0
81.134,11575,2017,1
12.399,712,2009,0
24.28,355,1990,2
25.318,344,2023,0
65.151,1145,2021,0
75.909,2259,2016,0
10.78,424,2014,0
167.343,1853,2014,0
23.24,343,2014,0
15.426,426,2013,0
17.195,836,2013,0
28.282,3863,2003,0
25.329,880,1984,2
36.191,421,1954,2
16.875,337,2014,0
27.014,2788,2013,0
11.781,314,1981,2
38.765,864,1988,2
56.301,708,1993,2
13.629,1637,2002,0
32.836,520,2023,0
17.422,669,2018,0
9.752,326,2017,0
48.562,1323,2006,0
93.007,3595,2006,0
11.952,361,2015,0
55.093,2286,2017,0
92.736,4788,2015,0
36.701,1131,2012,0
12.356,345,2008,0
216.34,3010,2020,1
20.116,1278,2019,0
24.248,384,2017,0
10.852,855,2014,0
62.29,3230,2005,0
17.454,606,2007,0
45.732,733,1999,0
26.992,4506,2008,0
24.877,456,2019,0
38.707,690,2020,0
15.143,339,2015,0
20.616,336,1984,2
42.774,1421,2006,0
45.245,1032,1997,0
17.95,318,2004,0
15.457,653,2005,0
93.339,2747,2005,0
43.428,992,2021,0
85.528,1153,2021,0
56.105,6236,2014,0
19.818,1550,2013,0
32.354,737,2011,0
31.631,1079,2011,0
22.219,1294,2010,0
31.427,487,2008,0
76.322,1608,2022,0
21.0,542,2017,0
18.204,884,2018,0
23.437,330,1981,2
92.76,2476,2009,0
24.338,533,2002,0
31.487,1415,1994,0
16.264,608,2014,0
18.978,370,1996,0
65.454,559,1979,2
86.174,803,2021,0
66.067,1320,2018,0
22.298,5930,2017,0
165.43,5877,2011,1
19.474,662,1987,2
29.757,536,2005,0
31.458,571,1998,0
12.588,371,2019,0
42.825,888,2000,0
20.863,828,2006,0
14.228,374,2007,0
344.644,1411,2021,1
221.798,694,1997,0
28.57,1341,1991,2
24.949,477,1956,2
54.251,1664,1990,2
1611.66,811,2024,1
15.183,336,2010,0
17.328,622,1993,2
47.96,3690,1998,0
61.646,1224,2019,0
53.133,931,2021,0
26.663,1651,2010,0
18.255,653,1996,0
23.334,1366,2009,0
85.256,13534,2010,1
94.006,1099,1980,2
34.135,326,2001,0
55.896,3708,1985,2
27.055,571,2022,0
17.828,992,2018,0
12.132,415,2019,0
21.214,660,2014,0
45.305,1219,2001,0
33.13,4002,2018,0
16.79,721,2014,0
24.326,814,2014,0
45.291,1353,2005,0
15.588,412,2000,0
78.786,6100,2004,0
57.082,1643,2022,0
15.582,360,2014,0
19.758,304,1994,0
30.787,468,2009,0
59.471,2523,1996,0
75.719,684,2017,0
45.541,450,1982,2
17.949,407,2000,0
47.38,1664,2021,0
26.398,1073,2020,0
41.581,723,2013,0
72.902,10347,2013,1
37.121,617,2008,0
18.804,459,2006,0
69.262,3639,2008,0
22.509,338,1996,0
58.416,2507,2008,0
44.718,417,2019,0
83.91,7262,2017,1
32.585,2106,2013,0
19.333,678,2007,0
7.781,1219,1990,2
15.502,662,2021,0
69.781,4201,2019,0
38.774,427,2010,0
25.65,514,1985,2
18.602,347,1971,2
51.479,324,2022,0
32.459,570,2007,0
18.716,500,2023,0
14.592,436,2010,0
34.472,678,2022,0
17.055,618,2019,0
15.491,543,1997,0
24.6,1189,2016,0
45.17,1125,1996,0
25.007,697,2007,0
29.797,1518,2003,0
46.786,583,1976,2
55.106,6155,2008,0
43.729,5588,2007,0
27.639,1027,2014,0
106.576,14730,2013,1
25.774,594,1997,0
143.516,5858,1994,1
54.009,2217,2019,0
17.924,706,2011,0
21.69,542,2009,0
24.145,2899,2008,0
22.174,438,2004,0
65.255,2060,2021,0
10.277,323,2019,0
103.96,3516,2020,0
19.74,509,2017,0
152.234,1565,2016,0
71.681,6759,2012,0
18.799,647,1984,2
22.713,1282,1992,2
14.808,413,2017,0
36.92,553,2007,0
21.801,437,2000,0
46.959,450,2002,0
21.363,1216,1985,2
17.811,366,2007,0
12.449,357,2013,0
37.022,621,2011,0
67.773,1467,2009,0
22.642,595,2008,0
72.314,1518,1992,2
42.461,743,2022,0
48.661,2686,2010,0
48.861,6077,2002,0
28.359,789,2020,0
21.291,2517,2011,0
