popularity,vote_count
39.596,621
43.19,4950
10.633,303
30.717,829
20.779,1051
52.023,841
21.024,405
39.582,1122
46.723,356
36.391,2237
22.586,550
30.083,1897
19.166,484
35.174,757
18.041,404
23.405,1438
8.532,986
12.342,389
42.703,423
72.45,9231
34.948,729
65.137,4825
29.095,1002
16.251,392
17.578,309
28.31,919
51.642,1068
29.687,1105
9.967,315
61.974,5326
17.334,593
13.572,340
23.48,841
96.858,2163
21.828,371
16.625,323
31.796,333
33.405,975
25.244,319
17.641,348
73.406,2812
90.254,1899
22.35,1227
7.635,345
23.268,493
41.976,1079
36.349,590
23.803,2957
130.345,1889
25.795,1343
13.615,316
27.608,362
25.058,973
26.69,1131
100.076,2564
24.959,4438
37.224,698
22.52,544
107.013,6437
42.123,1832
16.665,656
38.443,1122
60.907,3897
77.541,10009
18.948,495
21.389,775
409.729,2737
288.264,3353
23.145,1747
25.082,372
43.236,1010
82.403,6507
24.051,640
20.167,428
28.696,382
71.498,1971
17.64,646
33.087,978
68.079,1500
47.845,965
22.61,724
19.364,1763
36.43,403
28.528,302
36.413,2205
17.664,367
63.408,8999
47.126,6108
30.836,796
28.499,405
38.073,706
43.399,885
55.661,1442
45.04,1452
38.578,320
10.794,419
117.624,4965
17.398,341
19.021,569
22.53,343
188.119,5874
52.062,2556
29.527,510
13.881,326
22.681,586
59.558,631
35.423,384
67.366,9530
25.103,880
39.444,490
41.559,6043
41.32,1132
32.035,303
52.731,3349
24.889,1351
15.635,443
20.427,341
14.793,820
1.561,518
35.897,321
50.032,1172
32.296,497
26.241,524
161.19,5721
27.322,669
35.289,2260
7.282,1598
31.282,1944
57.072,1797
30.834,1002
41.126,570
20.817,635
16.255,464
29.303,538
45.124,475
23.924,1175
51.266,494
43.28,2382
16.272,828
75.488,5519
16.681,387
29.873,3999
44.114,530
69.705,9620
16.507,320
39.855,532
28.726,977
38.86,779
127.693,2568
24.051,539
43.702,589
45.457,698
23.509,765
50.515,1132
87.972,6579
30.84,1068
13.467,484
88.883,10357
94.815,1531
113.295,3484
33.286,663
32.807,501
119.294,2981
14.666,399
101.067,3096
37.587,489
9.328,655
19.197,1769
44.04,1559
1.952,976
33.03,319
16.585,328
29.794,1390
19.879,362
14.679,352
40.135,625
23.555,1272
18.798,1080
47.093,1559
45.953,388
28.223,1217
98.795,347
47.375,808
17.977,708
17.806,488
71.146,998
15.04,486
88.748,7777
99.6,3747
120.756,2725
20.722,433
32.99,422
22.286,417
29.229,2683
80.285,5116
21.392,1137
26.707,2120
62.854,942
34.408,1507
115.402,16843
66.437,9390
15.179,303
42.048,2161
41.291,2770
32.413,518
32.872,768
83.709,886
15.958,302
54.291,2807
22.26,606
60.817,2375
11.611,452
45.985,545
77.551,6486
10.583,337
23.142,609
35.167,4483
20.226,705
54.291,922
51.346,2118
51.115,2010
19.679,1020
36.892,877
31.213,1564
42.624,743
38.402,3397
49.009,2688
55.994,532
26.9,747
208.235,2443
24.445,1426
24.478,1303
32.65,851
159.215,5875
19.049,1244
33.634,2597
18.597,708
18.58,584
27.876,1067
36.572,496
30.137,336
16.382,621
20.394,563
17.841,466
32.182,786
26.963,808
88.777,4115
58.653,1991
45.136,3279
108.563,19902
44.2,3115
8.9,996
20.771,532
42.226,2223
106.772,5373
27.969,302
22.94,615
32.115,309
20.614,602
24.65,364
30.785,1125
59.061,5496
11.754,6978
53.935,766
14.601,400
38.075,1506
42.988,334
40.076,410
76.407,5388
42.776,9985
10.373,640
29.072,1962
96.318,3784
117.076,6793
26.852,360
15.15,494
41.72,392
16.969,609
16.347,399
21.136,334
60.796,4279
34.271,5725
14.897,314
35.459,603
38.187,2814
96.374,8117
33.291,338
18.251,938
25.872,465
76.743,3127
41.006,4241
25.313,643
14.268,550
31.835,1529
23.952,467
8.713,588
33.647,1235
28.967,373
21.361,330
27.325,1194
69.833,1400
20.543,521
47.055,557
91.972,2662
32.316,493
48.776,1991
37.521,738
16.266,593
19.63,2358
58.603,586
122.508,3060
65.93,1166
60.199,1488
23.563,342
47.832,504
21.886,3323
43.781,1159
61.369,413
29.387,441
60.782,2532
46.733,3727
14.769,352
48.014,546
103.478,635
29.639,553
23.78,1065
36.945,1611
22.408,1146
38.228,2370
81.071,6567
156.29,5174
20.149,2131
37.332,489
94.454,1422
28.052,646
82.069,1703
36.495,4085
28.879,503
120.727,3730
122.31,2730
19.301,1117
29.918,347
91.848,4204
75.796,1610
57.023,3713
16.501,743
25.209,1435
51.072,3353
44.618,1745
32.101,558
19.22,336
35.642,2068
84.231,1949
37.789,664
14.853,317
75.742,6626
23.295,787
43.374,940
50.358,1941
77.298,5932
27.143,301
34.271,588
19.041,1411
22.795,534
15.578,350
30.626,427
56.793,1258
57.804,483
31.617,576
22.468,443
14.214,316
47.799,536
31.83,1789
29.019,377
19.638,314
21.205,416
21.257,1668
119.347,5888
1.475,768
41.681,1524
11.176,594
27.178,2147
35.469,2920
29.894,564
42.437,2399
19.047,519
38.979,367
20.279,1574
12.689,756
14.176,345
65.18,523
48.41,1735
38.243,1453
15.341,682
18.252,749
25.367,2216
44.042,7671
34.975,1970
65.326,3468
20.949,468
36.882,611
100.523,2169
20.333,474
79.074,2191
49.72,1647
19.669,671
10.921,505
46.409,1092
81.647,1547
26.317,359
14.091,305
42.519,791
18.192,326
29.279,438
81.134,11575
12.399,712
24.28,355
25.318,344
65.151,1145
75.909,2259
10.78,424
167.343,1853
23.24,343
15.426,426
17.195,836
28.282,3863
25.329,880
36.191,421
16.875,337
27.014,2788
11.781,314
38.765,864
56.301,708
13.629,1637
32.836,520
17.422,669
9.752,326
48.562,1323
93.007,3595
11.952,361
55.093,2286
92.736,4788
36.701,1131
12.356,345
216.34,3010
20.116,1278
24.248,384
10.852,855
62.29,3230
17.454,606
45.732,733
26.992,4506
24.877,456
38.707,690
15.143,339
20.616,336
42.774,1421
45.245,1032
17.95,318
15.457,653
93.339,2747
43.428,992
85.528,1153
56.105,6236
19.818,1550
32.354,737
31.631,1079
22.219,1294
31.427,487
76.322,1608
21.0,542
18.204,884
23.437,330
92.76,2476
24.338,533
31.487,1415
16.264,608
18.978,370
65.454,559
86.174,803
66.067,1320
22.298,5930
165.43,5877
19.474,662
29.757,536
31.458,571
12.588,371
42.825,888
20.863,828
14.228,374
344.644,1411
221.798,694
28.57,1341
24.949,477
54.251,1664
1611.66,811
15.183,336
17.328,622
47.96,3690
61.646,1224
53.133,931
26.663,1651
18.255,653
23.334,1366
85.256,13534
94.006,1099
34.135,326
55.896,3708
27.055,571
17.828,992
12.132,415
21.214,660
45.305,1219
33.13,4002
16.79,721
24.326,814
45.291,1353
15.588,412
78.786,6100
57.082,1643
15.582,360
19.758,304
30.787,468
59.471,2523
75.719,684
45.541,450
17.949,407
47.38,1664
26.398,1073
41.581,723
72.902,10347
37.121,617
18.804,459
69.262,3639
22.509,338
58.416,2507
44.718,417
83.91,7262
32.585,2106
19.333,678
7.781,1219
15.502,662
69.781,4201
38.774,427
25.65,514
18.602,347
51.479,324
32.459,570
18.716,500
14.592,436
34.472,678
17.055,618
15.491,543
24.6,1189
45.17,1125
25.007,697
29.797,1518
46.786,583
55.106,6155
43.729,5588
27.639,1027
106.576,14730
25.774,594
143.516,5858
54.009,2217
17.924,706
21.69,542
24.145,2899
22.174,438
65.255,2060
10.277,323
103.96,3516
19.74,509
152.234,1565
71.681,6759
18.799,647
22.713,1282
14.808,413
36.92,553
21.801,437
46.959,450
21.363,1216
17.811,366
12.449,357
37.022,621
67.773,1467
22.642,595
72.314,1518
42.461,743
48.661,2686
48.861,6077
28.359,789
21.291,2517
69.315,7560
21.68,371
117.302,2051
36.801,1621
12.002,525
41.972,5700
92.26,671
29.571,1054
66.525,5906
123.15,400
125.41,871
25.185,318
34.719,521
29.918,1974
13.191,457
46.111,936
37.002,423
17.899,1404
25.36,307
52.142,1421
26.417,311
26.474,587
32.591,1326
68.963,2473
42.777,1552
49.855,2976
13.938,306
31.398,2555
21.657,988
25.85,531
16.27,355
62.013,5125
32.192,547
16.276,723
21.062,373
97.757,1677
32.903,1903
21.529,378
19.224,396
20.395,697
30.88,1228
146.143,2176
20.368,821
28.346,473
19.952,496
92.173,3178
17.732,560
24.377,551
55.021,1855
121.299,3004
39.332,1357
50.86,3799
28.554,2530
32.285,1985
25.528,873
12.767,335
29.212,1403
31.015,1608
22.414,569
31.54,1007
16.463,1423
32.51,379
25.859,559
37.796,4764
24.798,759
26.535,1320
52.818,891
48.599,3673
29.271,325
129.379,5425
18.279,2381
12.18,381
19.424,473
22.282,589
71.339,1381
21.411,1079
33.725,2981
37.647,1727
58.809,2212
16.806,499
90.025,5347
56.899,1019
49.705,1571
15.426,659
38.033,5631
70.4,1475
91.4,5162
22.749,807
34.698,869
46.297,502
26.663,303
46.255,930
25.013,456
39.005,1741
30.684,1742
17.805,495
29.575,1960
56.345,467
18.715,370
56.176,3252
34.873,388
27.839,492
40.045,4087
45.16,1777
19.714,1295
25.136,1846
21.124,726
14.477,529
14.367,429
24.492,592
43.177,1394
159.637,892
50.183,1177
48.112,1260
25.797,1546
42.239,2431
19.264,507
15.626,334
46.704,2512
82.176,1804
17.201,375
31.764,855
14.901,651
70.851,1532
15.013,357
77.114,7413
21.859,737
19.668,1506
22.164,1315
18.022,683
20.03,330
34.994,612
21.35,638
43.75,1474
32.569,708
60.546,2867
16.102,309
14.302,383
36.326,9869
53.352,3451
33.711,800
75.238,3862
39.235,425
50.863,922
145.342,3089
13.27,419
20.099,416
15.875,398
32.911,1251
21.27,1262
41.012,2042
13.698,595
45.549,2398
63.938,3382
39.427,475
23.584,394
20.998,304
17.485,484
25.785,829
24.301,446
66.381,3328
51.62,6142
37.634,401
56.288,2060
18.507,2243
39.815,1268
47.416,351
65.557,1245
15.773,732
17.398,328
37.053,1721
50.151,858
76.907,6130
28.25,1877
50.467,1040
58.005,3850
40.237,1229
9.341,330
46.33,1461
101.783,714
14.499,427
37.931,361
28.074,327
41.358,2661
96.771,1422
104.833,2869
37.6,1897
46.842,1233
36.243,899
35.771,4455
42.619,3237
97.115,2066
23.74,931
26.861,3372
33.092,1959
18.308,484
53.121,7001
22.853,589
37.929,671
22.748,2671
51.063,422
25.518,1310
20.037,598
172.009,3689
12.355,404
106.785,4203
26.16,857
8.56,740
63.012,6216
64.345,2982
148.071,1003
16.609,402
30.125,1098
69.618,8208
32.942,667
31.479,654
26.986,430
29.234,1255
16.696,465
44.08,688
41.244,12767
25.297,1635
60.489,5574
48.504,4290
218.139,749
49.666,1455
69.732,2264
18.093,312
20.961,1035
15.611,343
23.486,1955
16.042,455
15.801,311
24.388,708
24.932,554
23.702,1253
17.026,360
15.235,975
18.616,898
45.792,2047
68.776,1911
20.367,849
38.27,5568
19.012,802
41.208,426
42.723,551
24.448,733
29.263,471
14.843,366
61.372,3816
62.518,854
81.696,4103
53.604,393
315.142,4515
18.54,320
21.678,324
12.468,573
20.978,763
25.253,395
29.044,635
18.799,1241
81.547,857
22.966,313
36.66,435
42.408,692
29.682,929
25.613,302
34.244,422
48.786,490
20.87,525
45.247,844
25.154,1156
35.746,1647
45.273,760
68.75,4320
34.702,452
18.195,660
13.834,300
28.012,333
102.641,11419
42.716,464
19.684,697
19.293,1568
200.091,11696
29.596,343
13.134,462
25.106,607
119.297,13563
39.959,565
28.163,463
21.782,738
25.134,513
36.906,816
16.497,1850
46.471,495
29.185,391
22.083,1447
33.722,1765
66.715,14080
60.926,790
33.883,736
19.604,371
15.222,600
30.532,1637
48.368,3524
28.255,671
29.29,441
51.456,5522
17.071,935
37.943,474
10.469,335
36.634,902
56.878,627
24.188,1896
12.222,461
31.756,3089
23.359,343
842.014,358
363.694,10202
34.888,2195
45.31,803
18.74,2878
34.36,1314
27.748,1017
23.589,356
14.206,838
44.776,1901
84.234,939
49.202,3982
13.701,423
23.153,346
26.544,624
100.018,2142
34.915,1401
51.806,1188
17.008,434
54.772,3353
22.843,468
57.297,4489
29.302,922
35.774,375
19.409,779
13.504,431
34.243,399
55.602,965
62.987,5766
100.752,4517
65.671,2044
21.327,3331
17.473,553
25.608,347
213.993,10106
43.87,497
9.886,631
8.696,1271
25.085,924
22.366,365
28.878,552
10.534,399
20.925,880
49.268,696
64.388,1457
21.311,507
18.532,459
147.072,4404
41.897,1221
114.712,2239
28.257,451
228.007,5763
64.96,3978
86.313,16839
94.022,4211
20.182,540
26.974,806
4.556,8062
26.441,2306
82.118,3989
23.565,1009
28.022,509
27.195,619
38.554,3215
29.084,1346
31.147,600
14.054,1466
29.634,1260
48.086,1202
11.938,486
23.443,375
51.827,393
17.789,1123
15.59,413
16.948,419
74.628,742
63.896,385
15.79,302
14.222,682
21.217,515
17.022,3620
75.944,2391
74.576,1857
25.803,1317
55.855,7782
21.854,621
33.914,5771
24.972,738
46.179,1965
35.057,434
26.049,1230
19.105,358
82.899,3743
23.159,592
43.553,664
93.897,3877
12.553,740
22.205,3620
28.925,959
92.271,3699
12.915,369
5.938,357
24.018,961
39.513,1754
20.694,381
48.691,968
52.774,3484
23.36,575
65.884,980
74.679,2674
23.256,3893
37.604,687
29.535,1308
59.029,1293
17.074,926
22.922,626
54.352,6772
18.185,553
17.497,390
16.408,303
18.085,343
56.719,9988
57.763,2026
22.931,387
42.135,599
27.389,758
56.879,1260
54.717,781
97.141,1824
193.595,12575
40.217,418
26.574,1095
30.582,1427
22.707,312
45.105,1319
202.448,379
62.543,331
19.933,1028
69.293,3353
55.186,1474
36.77,464
41.229,3241
35.346,1175
18.636,369
146.313,663
21.834,353
59.79,987
16.732,532
21.064,307
33.105,721
2.673,2168
26.021,380
31.655,413
24.764,312
73.58,3102
104.994,1670
13.121,697
29.919,863
30.746,1336
75.153,819
24.869,1072
38.681,305
13.122,317
48.825,891
54.893,585
106.585,8062
23.483,321
14.921,694
55.514,3209
58.808,3975
53.579,3232
77.404,5805
42.476,1648
90.908,12790
108.531,8515
11.205,438
20.564,853
44.962,394
38.991,2165
62.114,6639
18.441,941
139.515,1512
50.988,2477
25.757,662
24.147,555
35.363,900
25.294,415
37.551,2536
14.515,358
14.521,432
26.05,358
13.497,514
9.398,783
33.378,990
23.452,2271
35.581,3404
8.002,7151
17.935,2015
40.36,888
23.114,355
37.317,875
99.6,1582
103.415,789
18.631,654
15.523,511
40.408,498
62.289,944
13.666,324
1532.906,499
32.673,609
70.361,2613
22.195,407
33.913,504
8.873,468
60.098,317
9.405,587
32.431,968
60.265,1124
20.671,558
99.992,3384
29.265,3253
83.374,2246
25.047,1012
25.375,348
49.959,3141
29.945,2041
68.661,1933
22.922,301
16.812,480
37.035,461
28.323,411
59.3,3638
63.106,1392
15.524,399
16.837,387
24.443,2267
23.457,336
39.384,1464
16.447,439
60.916,684
77.543,7432
23.932,1779
117.461,2257
51.772,471
72.689,1409
23.079,627
33.784,1290
27.78,1666
58.657,1809
20.851,368
22.593,847
39.924,1153
17.722,388
52.42,1786
243.183,3950
33.227,1938
14.908,534
43.074,1640
48.864,869
15.629,424
43.106,2333
24.727,433
14.289,358
44.185,885
279.299,1137
13.191,879
73.194,2216
16.268,633
24.528,868
9.567,302
18.735,357
52.931,1561
27.553,339
35.168,2413
34.15,1763
33.658,1949
14.229,6566
147.227,3064
26.182,753
37.124,1141
25.909,646
14.117,316
27.209,775
20.042,1245
207.454,2836
15.357,1623
34.119,1073
25.033,303
312.808,487
20.08,439
35.359,2814
32.346,4199
17.957,300
33.279,669
17.753,1091
21.813,847
37.225,740
47.041,797
31.886,2191
13.052,309
47.573,528
30.381,2279
20.742,411
53.748,10121
33.508,1951
26.222,816
13.246,338
26.17,1290
44.899,1160
18.484,848
43.515,373
85.378,1905
16.804,313
47.591,1529
64.568,1485
34.883,334
20.095,634
18.075,625
16.195,528
19.011,394
28.891,1958
172.737,7121
38.179,1183
18.959,399
12.255,378
53.174,311
46.08,397
24.812,1303
27.525,621
41.655,2094
116.886,6898
71.242,2737
26.297,689
102.204,2106
64.458,655
67.06,347
26.316,314
20.008,432
16.751,403
38.266,3123
58.793,2736
22.821,630
23.699,1042
72.798,3104
58.089,4200
204.2,2041
34.885,974
27.743,637
31.731,1132
47.493,1402
44.803,2677
69.531,658
16.033,585
136.666,8615
31.994,1462
24.392,453
33.112,2875
35.857,686
51.488,2415
137.541,3524
25.002,1293
49.315,375
59.5,770
47.61,2855
21.103,592
14.4,533
26.453,1791
49.417,1366
53.589,3412
25.677,993
37.585,2024
1.071,497
48.999,982
54.678,2307
29.77,311
23.176,672
28.227,3191
0.917,335
21.62,1968
23.112,2542
40.796,1791
64.895,2149
42.668,1010
15.482,355
22.604,312
103.726,2533
18.698,872
18.55,372
23.173,632
149.815,6796
70.329,6831
37.183,1633
45.685,4574
30.571,584
41.193,1121
70.964,3981
35.359,536
17.274,381
29.986,674
70.304,1428
21.091,1143
17.828,621
31.233,2185
22.308,312
30.346,1392
32.574,629
24.579,641
15.494,596
60.109,1893
17.65,327
23.159,593
39.059,2615
14.154,541
24.191,399
42.7,538
79.981,2852
95.928,971
9.981,436
15.422,498
25.141,397
15.138,518
38.52,676
120.465,599
21.818,644
47.729,1646
54.13,2172
118.576,4863
29.839,614
46.571,414
40.381,464
15.676,687
44.139,2576
35.721,3772
34.944,895
10.283,315
33.981,6874
14.446,417
25.464,319
45.001,339
12.08,618
39.56,1309
36.144,349
43.032,408
35.912,412
20.922,443
74.802,1059
32.613,1140
40.919,2484
14.023,483
11.117,446
24.108,406
9.616,908
15.325,308
46.145,5896
8.844,1030
199.077,8146
192.623,2249
80.397,1768
26.435,1604
48.925,2496
17.11,502
39.064,491
42.014,757
17.933,389
17.699,368
36.119,1787
107.658,15594
17.627,310
21.227,848
30.156,1591
42.68,503
38.422,372
18.562,696
23.307,303
44.137,1814
24.962,920
50.373,2827
19.862,411
22.015,1573
45.409,1031
53.767,5386
71.486,4376
39.356,2850
28.001,2376
22.266,464
46.843,1929
21.823,760
128.165,2104
22.886,319
23.039,724
33.257,2443
217.004,442
49.631,1564
61.464,1306
14.373,321
60.622,1896
50.739,1861
14.84,307
38.48,4364
26.904,510
45.323,477
32.292,1208
117.894,5416
52.688,3447
33.275,635
37.992,766
41.779,515
29.97,5558
25.842,505
23.215,901
102.025,7081
22.935,530
45.818,3025
41.661,442
21.854,619
91.358,535
34.976,504
20.252,1605
32.893,1147
16.865,322
54.75,5727
17.069,409
17.837,427
17.236,725
27.968,429
47.175,742
65.989,620
18.68,355
59.244,563
59.389,1201
52.341,1042
22.236,493
10.553,366
16.557,320
38.842,657
48.884,1283
18.603,524
17.653,508
25.002,1344
15.314,326
55.388,420
33.179,335
20.878,522
29.008,1032
22.307,2504
14.457,606
17.912,644
32.616,1094
12.663,361
15.821,311
24.293,576
73.919,3340
20.58,415
16.4,463
53.998,1307
18.51,391
23.337,368
26.031,2819
142.556,11942
38.561,4236
21.88,832
18.801,328
7.574,964
45.617,1449
26.006,560
30.166,387
19.872,314
40.305,319
92.059,2136
57.069,532
19.309,507
12.692,700
17.381,1786
30.997,3443
16.795,447
21.237,625
12.951,380
24.593,535
16.032,369
23.904,1476
14.715,1344
25.857,386
36.937,2374
34.35,654
75.671,6031
42.156,1296
285.668,354
31.476,3157
47.432,887
21.488,532
19.184,533
43.531,703
49.191,2419
33.747,508
50.315,322
36.66,1367
39.974,666
21.685,633
109.753,13617
25.971,303
48.831,481
85.221,5694
39.098,677
26.881,637
31.258,321
16.525,340
285.668,354
17.696,1072
80.536,311
9.041,300
14.999,844
13.805,491
17.211,354
46.588,2848
17.502,1150
13.865,491
37.335,627
21.124,689
73.839,5288
32.302,3103
56.975,2983
94.05,1393
9.318,300
37.689,2041
18.256,459
43.731,814
34.678,1749
37.644,636
4.115,9312
35.929,2626
31.127,473
25.063,1167
11.283,609
21.596,1270
85.066,8321
38.608,1215
78.069,5838
48.471,692
43.574,537
32.581,1661
57.148,4206
22.471,9278
17.578,498
74.225,1801
36.859,3009
39.762,1123
37.587,510
35.596,2702
19.775,604
19.929,363
39.379,794
8.615,1644
10.974,304
70.248,1508
78.336,4336
44.37,2063
29.629,1212
33.333,373
46.494,869
155.48,1322
18.58,546
39.132,4457
16.266,681
21.193,2766
60.028,10231
23.937,718
72.505,5185
73.099,2471
33.274,2147
81.991,459
127.578,3505
38.155,332
43.999,5968
34.254,442
17.38,391
27.423,610
38.651,591
46.709,6459
28.195,532
25.282,1043
18.597,504
39.976,2136
41.24,5083
29.205,684
26.331,1303
38.912,504
22.827,353
39.691,873
50.475,6393
26.895,373
31.506,581
42.773,2087
49.491,1513
42.839,538
46.448,2310
16.584,556
28.269,534
23.745,1443
77.88,2865
53.796,4425
35.068,1097
20.835,1939
54.27,810
27.933,1987
20.585,1600
18.216,887
44.552,1942
33.843,869
59.21,1986
32.824,344
19.925,310
16.609,310
30.321,821
111.286,2768
41.776,856
26.217,1576
74.218,456
60.517,307
21.839,427
21.36,1163
28.626,379
56.246,930
27.036,881
35.357,2140
29.83,307
28.648,591
43.623,742
40.758,1301
19.76,358
8.573,425
129.339,2716
80.748,802
26.349,1110
42.577,865
26.343,363
45.734,2776
20.49,328
19.566,303
19.756,469
57.233,1969
82.308,1516
21.172,317
16.361,465
34.314,393
17.199,494
32.116,614
18.195,362
50.171,652
35.136,362
40.175,724
31.713,996
29.034,1007
15.839,819
26.306,1441
44.55,412
10.322,301
18.902,900
18.463,479
37.785,1822
21.841,2631
31.681,1310
101.413,1823
59.367,712
39.439,918
24.535,1293
33.141,1371
16.865,430
17.685,312
24.804,641
16.849,387
24.0,1096
22.884,412
58.859,1528
26.172,357
31.167,410
81.995,5830
50.4,391
24.833,445
17.118,563
29.467,1341
9.039,727
27.638,450
20.947,737
19.875,689
21.313,835
16.905,451
24.209,397
19.214,1049
13.712,702
40.86,1734
63.165,2709
36.503,1132
18.123,512
44.594,895
22.408,476
21.719,782
12.408,569
79.7,6742
58.795,3668
226.894,1766
43.821,894
43.15,4005
46.97,1343
52.396,6572
28.817,322
26.506,969
32.689,1735
32.141,616
27.662,359
19.705,637
21.317,1663
20.749,393
35.784,367
34.579,1194
92.389,7042
69.573,892
32.771,411
65.505,7291
10.624,816
15.979,828
35.421,995
59.559,837
36.544,1401
34.382,1776
17.255,462
26.739,1394
66.764,9573
75.348,1176
28.123,718
153.441,9738
86.542,1648
81.94,4173
19.773,312
128.469,1088
8.077,360
29.476,503
50.201,1233
12.138,358
27.082,541
55.148,439
23.785,437
35.431,642
27.618,3908
63.978,354
42.992,744
35.399,1598
63.411,4260
15.954,334
19.379,388
74.822,1276
54.184,1309
160.595,5313
38.676,2827
51.816,5216
112.014,7553
33.069,3348
31.298,556
67.34,2078
26.753,459
27.08,1653
20.698,516
14.047,617
17.128,367
49.439,745
97.168,6663
28.88,2749
44.525,2931
18.882,484
43.327,4911
33.037,670
12.049,511
24.293,1969
49.047,1541
91.937,4643
38.49,935
19.008,1981
34.151,2995
59.62,1928
71.149,2713
42.754,553
33.934,4951
66.934,1158
38.19,421
28.36,814
32.335,575
14.436,355
80.535,4557
47.592,753
18.247,351
41.751,1215
98.131,2553
44.597,3741
71.593,5531
113.284,6402
32.549,1473
21.713,521
95.325,9270
34.714,512
17.008,358
20.111,436
24.116,3701
47.597,436
52.039,983
25.161,4138
17.88,611
29.144,3784
117.284,5669
8.877,633
9.651,325
24.217,1420
19.809,460
55.835,6515
19.641,509
64.915,862
31.377,1692
112.311,9484
17.277,411
18.936,351
29.092,1776
13.638,507
37.383,966
21.123,540
28.895,1635
60.279,1339
49.752,975
28.015,1557
32.954,3166
73.499,1094
35.958,1829
12.192,461
14.56,310
22.842,482
47.522,1093
43.793,392
22.526,335
36.284,515
11.987,763
27.838,923
25.782,428
24.859,409
14.233,405
46.483,2341
45.608,685
16.364,499
19.766,753
22.328,443
28.742,1499
109.183,4588
31.955,389
19.644,515
53.203,1020
33.293,1214
89.978,2938
38.643,1268
19.858,397
80.398,1996
39.89,1120
71.602,2770
11.801,358
34.338,1028
16.256,385
30.936,1676
27.573,303
89.598,1861
47.215,327
159.432,8803
20.013,1281
26.816,1259
35.958,522
39.879,2713
26.489,644
23.858,345
22.391,644
35.215,2010
33.507,1305
22.329,2693
142.885,7583
22.891,911
39.239,447
27.324,1479
17.799,1202
51.943,2026
18.691,537
15.883,481
16.57,472
18.63,329
55.064,1416
45.272,667
21.783,781
20.241,1110
23.912,2007
28.626,780
19.187,356
36.435,1641
16.376,642
71.859,2985
47.448,1820
91.321,3441
45.665,352
43.477,4535
48.608,488
36.897,1131
66.238,342
70.134,4443
256.638,4788
52.294,1829
61.391,911
18.301,440
35.087,939
69.51,5408
33.011,821
18.646,553
46.368,454
21.572,453
31.309,347
45.377,2305
42.561,749
12.936,621
109.63,3922
19.84,3383
185.057,1926
23.004,644
52.461,371
72.027,3627
52.496,1371
10.351,499
38.824,3966
15.967,1288
78.543,2286
38.314,800
72.505,1375
15.465,334
20.895,1715
19.224,1220
39.387,1178
44.753,1191
22.217,1138
31.385,305
33.976,1473
49.214,3053
19.102,1306
9.783,348
35.387,3990
60.594,464
70.44,3588
26.623,869
43.011,515
29.951,437
78.265,4974
25.83,359
48.035,364
59.225,1554
46.527,507
69.226,3923
30.053,333
45.161,1044
77.499,2831
23.89,674
30.697,376
200.627,4937
16.826,307
13.544,339
20.702,635
38.108,337
11.053,3979
40.953,428
31.929,3255
35.588,1010
33.492,1286
29.153,321
27.493,565
107.578,7209
43.141,982
42.202,308
32.293,1461
24.565,613
27.927,689
20.399,1820
18.793,617
79.914,1262
11.015,431
15.781,513
61.812,753
11.663,363
39.106,2152
71.85,431
78.022,3064
18.377,1492
51.446,528
37.498,2918
49.875,912
32.045,917
45.627,4551
14.185,320
88.062,8664
20.698,806
9.988,328
22.063,1257
35.768,1971
23.029,655
56.173,4272
71.836,1615
97.481,586
202.813,1303
45.113,1215
19.334,305
34.104,2064
6.91,395
44.85,4680
18.718,409
33.042,1349
44.372,808
39.125,1137
43.336,2229
23.013,414
157.27,13084
67.953,2444
45.767,811
16.126,702
30.653,1413
28.281,581
55.688,1669
42.584,482
26.864,2676
25.824,324
10.049,322
26.984,1211
34.055,865
41.909,1731
19.431,584
33.923,479
61.757,1069
38.651,1766
43.3,876
19.76,514
11.555,572
28.325,560
87.38,2593
58.102,3825
32.959,2045
32.812,439
41.472,517
66.255,2966
10.642,948
20.111,1300
50.152,1284
19.705,313
42.353,1210
69.732,6796
39.109,839
46.803,396
16.707,521
14.671,539
57.516,3236
58.341,3829
23.281,1406
34.109,336
24.924,860
23.893,920
39.587,808
25.008,1040
45.727,865
36.359,909
79.581,1870
35.307,479
13.509,752
205.55,3095
31.737,1047
28.066,387
48.826,6534
58.59,3184
18.5,364
63.78,2105
30.339,2412
24.732,1904
22.113,507
883.669,327
52.154,800
37.551,398
19.758,696
40.403,4271
13.362,325
44.002,968
17.182,474
43.75,3076
48.813,1734
80.251,3635
74.531,3296
20.737,631
42.231,427
24.749,526
26.451,757
38.194,460
70.528,504
22.342,2218
52.19,793
13.954,692
21.356,7848
66.591,869
60.767,1591
37.113,437
51.713,1124
59.651,551
28.284,787
50.365,1463
16.189,620
18.702,393
30.428,463
33.128,386
17.328,334
14.033,977
28.941,1456
19.646,741
48.209,2367
25.913,582
132.253,4291
59.598,4006
12.325,345
16.938,375
44.366,483
46.867,403
38.166,2076
17.911,1899
7.221,369
57.705,1751
37.171,363
48.251,1325
33.901,1790
73.542,1702
46.051,927
11.673,10118
45.885,716
49.987,2018
45.447,309
65.297,3241
24.689,1393
25.264,529
107.994,6781
63.809,4278
38.057,2774
25.482,453
43.145,1039
49.243,334
51.058,1273
32.205,641
23.192,506
68.168,1116
57.163,1452
27.519,624
18.792,599
21.505,400
91.139,1064
9.384,607
45.91,1476
103.228,7373
55.904,8134
7.862,349
54.15,742
47.612,2034
